Location: shot_2
Time: 2017-11-05 10:54:29
Sampling Rate (ms): 2.0
Sample Number: 1000
Stack Count: 3

Chan:	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24
Data:	  -36	 -189	  205	 -277	  -99	  735	 -617	 -583	 -988	  291	 -880	 -679	-1671	 -667	 -106	  850	 -295	  418	 -457	 -642	 -718	 -353	 -408	  552
Data:	    0	 -218	  211	 -329	  -18	  752	 -402	 -589	 -957	  382	 -880	 -409	-1534	 -463	 -111	  846	 -286	  417	 -449	 -685	 -735	 -415	 -460	  585
Data:	   56	 -235	  211	 -347	   52	  723	 -175	 -563	 -863	  485	 -852	 -133	-1327	 -241	 -114	  840	 -276	  410	 -476	 -661	 -796	 -411	 -497	  532
Data:	  107	 -231	  203	 -351	  106	  635	   49	 -509	 -719	  536	 -794	  137	-1055	  -23	 -100	  842	 -249	  401	 -457	 -668	 -823	 -336	 -491	  523
Data:	  142	 -207	  175	 -331	  145	  509	  271	 -433	 -545	  571	 -721	  393	 -756	  199	 -102	  845	 -211	  402	 -476	 -691	 -892	 -271	 -553	  466
Data:	  181	 -174	  138	 -293	  151	  346	  468	 -353	 -375	  584	 -624	  629	 -411	  399	 -102	  842	 -180	  395	 -476	 -688	 -932	 -298	 -571	  395
Data:	  196	 -129	   77	 -237	  146	  163	  612	 -264	 -190	  588	 -530	  830	  -73	  587	 -104	  834	 -132	  413	 -473	 -663	 -939	 -258	 -585	  377
Data:	  203	  -80	   18	 -170	  120	  -26	  721	 -191	   -9	  584	 -437	  993	  280	  749	 -103	  838	 -103	  415	 -473	 -658	 -985	 -268	 -610	  354
Data:	  196	  -27	  -44	 -105	   90	 -214	  767	 -117	  202	  536	 -367	 1105	  605	  871	 -115	  823	  -83	  411	 -470	 -674	 -891	 -284	 -647	  306
Data:	  160	   25	 -109	  -32	   48	 -377	  760	  -49	  338	  476	 -288	 1203	  893	  936	 -108	  826	  -64	  404	 -449	 -673	 -882	 -194	 -646	  355
Data:	  114	   74	 -180	   28	   17	 -502	  707	   11	  439	  387	 -202	 1214	 1115	  997	 -112	  834	  -57	  406	 -457	 -666	 -788	 -203	 -598	  393
Data:	   68	  118	 -234	   79	   -7	 -593	  614	   42	  474	  304	 -148	 1153	 1280	  988	 -104	  834	  -78	  426	 -462	 -640	 -732	 -148	 -609	  438
Data:	   19	  147	 -278	  131	  -16	 -635	  470	   72	  517	  211	 -106	 1070	 1406	  946	 -111	  828	 -100	  445	 -468	 -686	 -710	 -140	 -534	  500
Data:	  -31	  158	 -304	  167	  -11	 -626	  306	   82	  517	  105	  -78	  956	 1455	  851	 -104	  846	 -137	  427	 -470	 -722	 -639	 -146	 -574	  478
Data:	  -78	  164	 -311	  187	    0	 -571	  131	   85	  496	   -2	  -56	  819	 1420	  719	 -103	  851	 -198	  438	 -473	 -698	 -625	 -126	 -585	  566
Data:	 -133	  162	 -301	  195	   23	 -474	  -54	   58	  395	 -102	  -52	  614	 1292	  548	 -115	  846	 -245	  435	 -470	 -718	 -586	  -71	 -605	  549
Data:	 -164	  146	 -272	  189	   66	 -347	 -229	   15	  249	 -154	  -76	  420	 1079	  346	 -114	  847	 -301	  454	 -478	 -651	 -582	  -88	 -548	  574
Data:	 -172	  122	 -219	  170	  100	 -202	 -387	  -47	  131	 -193	 -105	  242	  861	  125	 -103	  851	 -364	  460	 -462	 -647	 -570	 -117	 -498	  548
Data:	 -176	   88	 -143	  141	  128	  -47	 -503	 -111	  -56	 -230	 -158	   73	  586	 -120	 -115	  850	 -387	  456	 -457	 -656	 -520	 -130	 -495	  544
Data:	 -167	   47	  -56	  104	  144	  109	 -590	 -195	 -239	 -239	 -214	  -95	  249	 -386	 -114	  851	 -410	  435	 -473	 -656	 -447	 -102	 -497	  591
Data:	 -148	   22	   29	   46	  144	  259	 -632	 -295	 -425	 -227	 -277	 -240	  -95	 -633	 -111	  845	 -432	  435	 -468	 -640	 -407	  -86	 -506	  565
Data:	 -108	   -8	  101	  -16	  126	  383	 -636	 -387	 -605	 -183	 -340	 -327	 -413	 -863	 -111	  846	 -412	  424	 -451	 -664	 -374	 -126	 -497	  605
Data:	  -64	  -39	  166	  -64	   90	  468	 -585	 -450	 -723	 -137	 -412	 -403	 -694	-1075	 -116	  846	 -405	  402	 -470	 -680	 -353	 -113	 -541	  533
Data:	  -11	  -63	  229	 -111	   37	  522	 -493	 -519	 -847	  -77	 -467	 -437	 -945	-1240	 -110	  840	 -362	  406	 -481	 -718	 -350	 -190	 -572	  529
Data:	   42	  -73	  272	 -163	  -22	  535	 -368	 -575	 -961	  -23	 -498	 -446	-1173	-1350	 -102	  845	 -317	  392	 -476	 -694	 -327	 -220	 -600	  469
Data:	   92	  -81	  285	 -213	  -80	  513	 -224	 -612	-1045	   40	 -528	 -421	-1341	-1391	 -111	  831	 -229	  393	 -484	 -671	 -439	 -248	 -602	  467
Data:	  141	  -80	  265	 -230	 -134	  460	  -66	 -606	-1073	  107	 -555	 -401	-1442	-1378	 -112	  832	 -146	  366	 -465	 -697	 -436	 -320	 -600	  372
Data:	  172	  -69	  233	 -230	 -178	  383	   95	 -578	-1133	  171	 -561	 -331	-1481	-1294	 -115	  831	  -33	  330	 -481	 -681	 -477	 -343	 -536	  342
Data:	  202	  -49	  185	 -214	 -202	  284	  243	 -525	-1182	  199	 -561	 -273	-1465	-1160	 -112	  824	   30	  327	 -460	 -684	 -524	 -322	 -539	  385
Data:	  217	  -23	  120	 -177	 -218	  179	  383	 -468	-1208	  236	 -546	 -236	-1384	 -979	 -102	  822	  127	  321	 -462	 -645	 -538	 -360	 -549	  358
Data:	  220	    7	   36	 -131	 -202	   67	  491	 -373	-1190	  265	 -519	 -203	-1243	 -775	 -106	  831	  185	  327	 -468	 -682	 -595	 -431	 -499	  427
Data:	  205	   33	  -49	  -66	 -163	  -29	  565	 -278	-1127	  268	 -494	 -164	-1046	 -543	 -108	  831	  219	  318	 -449	 -693	 -633	 -449	 -503	  361
Data:	  177	   59	 -117	   19	 -109	 -134	  593	 -177	-1043	  262	 -457	 -126	 -809	 -284	 -107	  824	  230	  327	 -481	 -657	 -563	 -432	 -539	  405
Data:	  140	   93	 -179	   96	  -49	 -211	  578	  -77	 -942	  248	 -424	  -92	 -557	  -41	 -107	  828	  207	  338	 -486	 -676	 -557	 -416	 -564	  442
Data:	   96	  108	 -231	  157	   20	 -260	  524	   15	 -790	  237	 -412	  -80	 -290	  221	 -107	  823	  162	  338	 -460	 -686	 -597	 -356	 -693	  446
Data:	   42	  113	 -259	  219	   84	 -287	  423	   92	 -604	  216	 -383	  -46	  -48	  472	 -100	  836	   75	  332	 -478	 -690	 -570	 -296	 -741	  377
Data:	  -20	  107	 -260	  268	  150	 -296	  283	  139	 -415	  191	 -331	  -11	  215	  685	 -107	  839	    4	  334	 -449	 -669	 -643	 -264	 -812	  392
Data:	  -74	   98	 -237	  298	  192	 -280	  117	  194	 -180	  159	 -293	   43	  443	  850	 -103	  850	 -114	  330	 -470	 -680	 -608	 -265	 -852	  319
Data:	 -134	   81	 -196	  303	  208	 -242	  -62	  218	   23	  114	 -245	   75	  652	  961	 -104	  857	 -243	  345	 -468	 -642	 -568	 -216	 -843	  311
Data:	 -176	   49	 -141	  280	  212	 -189	 -253	  232	  257	   80	 -191	  121	  805	 1029	 -107	  854	 -349	  361	 -473	 -678	 -612	 -133	 -900	  295
Data:	 -202	   11	  -68	  246	  198	 -128	 -438	  208	  442	   51	 -151	  183	  928	 1026	 -110	  853	 -486	  370	 -451	 -692	 -641	 -157	 -882	  295
Data:	 -209	  -20	   11	  201	  170	  -60	 -602	  183	  606	   17	 -105	  226	  985	  960	 -112	  859	 -576	  366	 -451	 -691	 -591	 -108	 -812	  321
Data:	 -199	  -58	   93	  128	  120	    6	 -744	  147	  722	  -17	  -67	  276	  998	  849	 -110	  863	 -658	  348	 -473	 -673	 -507	  -97	 -802	  325
Data:	 -164	  -89	  160	   46	   60	   77	 -849	   88	  754	  -45	  -67	  323	  982	  705	 -103	  865	 -712	  363	 -468	 -704	 -443	  -69	 -770	  324
Data:	 -113	 -110	  211	  -34	    7	  140	 -911	   10	  707	  -85	  -65	  341	  898	  505	 -108	  857	 -739	  356	 -473	 -715	 -428	  -65	 -736	  382
Data:	  -57	 -124	  249	  -98	  -46	  185	 -916	  -61	  587	 -100	  -83	  357	  791	  281	 -114	  858	 -714	  377	 -468	 -707	 -408	  -45	 -707	  322
Data:	   14	 -127	  271	 -159	  -96	  224	 -873	 -139	  419	  -91	  -83	  358	  626	   60	 -110	  858	 -662	  375	 -476	 -692	 -326	   -3	 -630	  296
Data:	   87	 -120	  268	 -207	 -127	  244	 -772	 -213	  214	  -86	 -139	  329	  471	 -157	 -112	  850	 -597	  418	 -465	 -661	 -400	   16	 -582	  311
Data:	  150	 -109	  248	 -231	 -140	  255	 -641	 -288	  -36	  -73	 -173	  285	  300	 -409	 -115	  843	 -502	  449	 -441	 -636	 -442	   26	 -594	  321
Data:	  207	  -87	  206	 -235	 -134	  240	 -476	 -346	 -316	  -37	 -236	  259	  104	 -629	 -119	  838	 -364	  510	 -465	 -680	 -450	   27	 -584	  319
Data:	  244	  -63	  155	 -220	 -116	  207	 -282	 -384	 -573	   -6	 -316	  215	 -131	 -802	 -120	  824	 -254	  566	 -449	 -690	 -433	  -67	 -575	  311
Data:	  269	  -30	   92	 -183	  -93	  165	  -72	 -411	 -818	   39	 -421	  143	 -356	 -947	 -108	  826	 -112	  598	 -449	 -673	 -459	  -74	 -591	  362
Data:	  268	    0	   21	 -134	  -62	  108	  134	 -424	 -999	   80	 -525	   97	 -568	-1054	 -106	  827	    7	  659	 -460	 -686	 -349	 -103	 -573	  388
Data:	  250	   28	  -53	  -81	  -17	   46	  319	 -423	-1144	  113	 -636	   74	 -721	-1107	 -102	  826	  133	  720	 -481	 -656	 -382	  -74	 -574	  433
Data:	  211	   57	 -115	  -34	   14	  -12	  485	 -388	-1245	  136	 -733	    1	 -888	-1109	 -104	  819	  244	  744	 -460	 -680	 -383	 -151	 -674	  378
Data:	  162	   81	 -170	   18	   48	  -73	  628	 -346	-1255	  159	 -803	  -30	-1024	-1069	  -99	  824	  336	  760	 -473	 -700	 -372	 -127	 -746	  348
Data:	   95	  111	 -216	   54	   76	 -125	  725	 -295	-1218	  190	 -880	  -41	-1101	 -966	  -95	  827	  372	  758	 -473	 -671	 -374	 -121	 -764	  362
Data:	   30	  124	 -236	   79	   95	 -161	  773	 -248	-1105	  205	 -933	  -72	-1129	 -818	 -107	  815	  410	  760	 -470	 -666	 -393	 -111	 -730	  308
Data:	  -32	  132	 -247	   97	  111	 -189	  767	 -185	 -970	  196	 -967	  -68	-1112	 -670	  -96	  830	  410	  758	 -470	 -674	 -483	 -110	 -794	  201
Data:	  -86	  125	 -225	   97	  113	 -201	  717	 -117	 -776	  182	 -950	  -57	-1094	 -501	 -106	  824	  386	  702	 -476	 -669	 -560	 -136	 -768	   95
Data:	 -135	  115	 -186	   85	  113	 -194	  625	  -66	 -582	  173	 -918	  -65	-1063	 -302	 -114	  819	  359	  623	 -449	 -677	 -581	 -270	 -725	  167
Data:	 -176	  104	 -145	   64	  108	 -172	  489	  -28	 -394	  156	 -861	  -75	 -938	 -121	 -108	  828	  311	  530	 -449	 -686	 -668	 -262	 -666	  206
Data:	 -192	   86	  -85	   49	  104	 -150	  310	  -11	 -204	  142	 -780	  -68	 -778	   27	 -111	  832	  273	  481	 -481	 -655	 -706	 -241	 -587	  270
Data:	 -193	   73	  -22	   35	   96	 -113	  117	   10	  -38	  131	 -694	  -26	 -584	  170	 -116	  835	  212	  397	 -462	 -663	 -716	 -296	 -555	  312
Data:	 -175	   60	   43	   12	   90	  -79	  -72	   10	  106	  102	 -568	   -9	 -394	  309	 -108	  843	  147	  296	 -486	 -711	 -712	 -301	 -524	  363
Data:	 -140	   38	  112	   -5	   78	  -44	 -261	  -18	  182	   85	 -431	  -23	 -209	  419	 -110	  851	   72	  187	 -484	 -676	 -760	 -380	 -534	  462
Data:	  -99	   17	  165	  -19	   67	  -12	 -441	  -69	  236	   90	 -291	    3	   -7	  524	 -111	  857	    5	  113	 -470	 -649	 -710	 -404	 -484	  586
Data:	  -46	    1	  211	  -20	   56	    3	 -604	 -128	  298	   79	 -162	   35	  241	  582	 -111	  851	  -78	   45	 -465	 -665	 -693	 -326	 -421	  616
Data:	    8	  -11	  238	  -16	   43	   12	 -724	 -185	  300	   53	  -42	   83	  446	  601	 -110	  857	 -184	    4	 -470	 -647	 -743	 -277	 -436	  656
Data:	   57	  -17	  250	    0	   31	   20	 -806	 -263	  260	   26	   67	  129	  585	  590	 -111	  859	 -290	  -57	 -446	 -660	 -711	 -232	 -384	  666
Data:	  108	  -23	  237	   29	   14	   17	 -838	 -352	  187	   23	  137	  174	  694	  585	 -119	  853	 -394	  -96	 -446	 -660	 -667	 -156	 -319	  686
Data:	  142	  -28	  221	   50	    6	   13	 -838	 -431	   89	   16	  194	  229	  780	  538	 -111	  849	 -531	  -96	 -468	 -651	 -669	 -132	 -310	  737
Data:	  164	  -31	  194	   70	    1	    0	 -790	 -500	   17	   11	  216	  263	  881	  466	 -114	  846	 -626	  -40	 -476	 -677	 -588	  -94	 -238	  707
Data:	  174	  -33	  162	   98	   -6	   -8	 -688	 -551	 -102	    6	  209	  292	  901	  354	 -111	  843	 -700	  -15	 -473	 -665	 -555	  -48	 -136	  740
Data:	  167	  -42	  118	  120	  -12	  -10	 -563	 -604	 -255	    3	  185	  280	  855	  228	 -115	  839	 -782	   47	 -468	 -692	 -489	   16	  -74	  744
Data:	  150	  -42	   79	  129	  -13	   -4	 -411	 -636	 -422	   26	  119	  261	  770	  103	 -118	  838	 -815	  106	 -465	 -716	 -411	   76	  -22	  803
Data:	  116	  -45	   30	  140	  -17	    3	 -239	 -645	 -556	   54	   31	  226	  657	  -38	 -116	  824	 -836	  205	 -457	 -645	 -350	  136	  -19	  840
Data:	   78	  -45	  -13	  140	  -19	   19	  -62	 -617	 -686	   71	  -83	  207	  513	 -190	 -124	  820	 -806	  309	 -476	 -650	 -295	  131	  -42	  860
Data:	   29	  -39	  -49	  127	   -8	   34	  107	 -583	 -836	   88	 -225	  153	  351	 -333	 -111	  826	 -723	  422	 -454	 -697	 -229	  191	  -98	  879
Data:	  -18	  -27	  -83	  113	    3	   50	  256	 -544	 -980	  107	 -340	   65	  168	 -477	 -107	  831	 -628	  510	 -457	 -642	 -139	  221	  -63	  906
Data:	  -58	  -14	 -108	   86	   14	   71	  380	 -481	-1097	  134	 -484	  -13	   -2	 -597	 -114	  815	 -507	  580	 -454	 -654	 -175	  219	 -119	  833
Data:	  -97	    2	 -123	   52	   31	   79	  461	 -400	-1138	  176	 -622	  -71	 -159	 -713	 -118	  815	 -358	  690	 -468	 -653	 -139	  236	  -92	  860
Data:	 -124	   17	 -123	   13	   41	   90	  493	 -319	-1178	  177	 -753	 -127	 -320	 -774	 -112	  828	 -184	  785	 -468	 -673	 -105	  250	 -155	  824
Data:	 -143	   38	 -113	  -19	   48	   95	  491	 -235	-1197	  194	 -848	 -189	 -468	 -809	 -102	  836	  -10	  851	 -465	 -697	 -106	  172	 -163	  782
Data:	 -139	   59	  -97	  -49	   50	   90	  439	 -146	-1159	  204	 -924	 -216	 -596	 -811	 -108	  835	  135	  914	 -476	 -721	  -36	  193	 -243	  762
Data:	 -125	   80	  -79	  -79	   48	   82	  349	  -58	-1054	  216	 -972	 -236	 -706	 -766	 -102	  845	  275	  956	 -503	 -696	   -8	  232	 -229	  746
Data:	 -101	   94	  -54	  -93	   49	   61	  229	   14	 -899	  217	 -992	 -207	 -766	 -702	 -112	  839	  408	  990	 -481	 -660	   44	  201	 -208	  668
Data:	  -66	  104	  -32	  -98	   41	   40	   86	   74	 -705	  199	 -977	 -194	 -805	 -644	 -107	  847	  512	 1017	 -460	 -679	  -34	  229	 -227	  615
Data:	  -17	   98	   -9	 -102	   36	   17	  -65	  117	 -499	  190	 -924	 -170	 -803	 -534	 -115	  851	  589	  983	 -460	 -623	  -49	  200	 -258	  549
Data:	   27	   88	   17	  -92	   34	   -7	 -217	  147	 -258	  182	 -839	 -145	 -778	 -394	 -116	  851	  603	  891	 -465	 -641	 -103	  129	 -187	  538
Data:	   72	   69	   32	  -78	   24	  -28	 -367	  166	    5	  185	 -760	  -73	 -675	 -236	 -114	  849	  586	  803	 -454	 -656	 -180	  100	 -246	  434
Data:	  114	   45	   40	  -58	   13	  -41	 -495	  155	  234	  162	 -654	  -13	 -569	  -76	 -112	  859	  530	  686	 -457	 -667	 -196	  134	 -228	  391
Data:	  153	   17	   45	  -31	    0	  -47	 -586	  115	  424	  137	 -554	   67	 -440	   76	 -103	  865	  436	  562	 -470	 -691	 -255	   68	 -224	  448
Data:	  184	  -16	   43	   -5	   -6	  -48	 -645	   78	  582	  117	 -426	  140	 -332	  225	 -114	  861	  291	  393	 -484	 -676	 -272	   76	 -215	  483
Data:	  197	  -49	   33	   20	  -18	  -41	 -662	   14	  710	   91	 -320	  184	 -203	  379	 -115	  857	  117	  214	 -481	 -709	 -351	   -5	 -296	  445
Data:	  197	  -79	   31	   37	  -28	  -30	 -640	  -62	  783	   82	 -214	  254	  -73	  488	 -112	  858	  -66	   74	 -484	 -687	 -356	  -47	 -354	  518
Data:	  187	  -94	   21	   56	  -32	   -7	 -577	 -142	  795	   48	 -124	  303	   78	  581	 -114	  855	 -277	  -67	 -457	 -714	 -370	  -62	 -398	  592
Data:	  162	 -101	    3	   65	  -35	   11	 -488	 -214	  704	   40	  -56	  330	  210	  630	 -112	  849	 -453	 -193	 -462	 -647	 -376	  -46	 -455	  548
Data:	  129	  -97	   -3	   70	  -40	   25	 -372	 -291	  554	   16	    0	  334	  347	  640	 -116	  838	 -639	 -322	 -468	 -633	 -395	    0	 -483	  578
Data:	   95	  -79	   -5	   72	  -36	   52	 -232	 -340	  358	   10	   20	  335	  442	  608	 -108	  842	 -775	 -419	 -462	 -660	 -357	  -56	 -501	  606
Data:	   53	  -58	   -4	   61	  -35	   72	  -89	 -404	  120	    6	   40	  333	  527	  540	 -122	  820	 -879	 -443	 -457	 -643	 -389	  -57	 -524	  503
Data:	   17	  -31	   -4	   47	  -30	   90	   59	 -437	 -134	    6	   42	  310	  597	  439	 -110	  835	 -937	 -414	 -465	 -657	 -478	   25	 -521	  537
Data:	  -26	    2	    3	   35	  -17	   98	  187	 -446	 -444	    8	   31	  268	  610	  302	 -115	  826	 -949	 -378	 -462	 -665	 -453	  103	 -474	  587
Data:	  -63	   42	   19	   20	  -14	  104	  299	 -459	 -719	   22	    9	  187	  587	  123	 -108	  824	 -940	 -294	 -481	 -696	 -500	  112	 -438	  564
Data:	  -94	   84	   25	    1	    0	  100	  384	 -437	 -976	   54	  -27	  149	  555	  -66	 -116	  815	 -883	 -163	 -478	 -679	 -549	  131	 -349	  525
Data:	 -119	  113	   37	  -23	   12	   90	  435	 -418	-1212	   77	  -97	  112	  501	 -251	 -107	  824	 -768	   25	 -470	 -683	 -514	   93	 -284	  536
Data:	 -131	  136	   51	  -41	   22	   80	  454	 -376	-1441	  103	 -173	   52	  409	 -442	 -118	  819	 -646	  217	 -500	 -658	 -503	  112	 -249	  538
Data:	 -142	  147	   68	  -55	   32	   61	  437	 -329	-1571	  117	 -237	  -13	  284	 -607	 -115	  820	 -513	  417	 -462	 -645	 -509	   82	 -186	  602
Data:	 -135	  141	   77	  -74	   44	   34	  391	 -272	-1707	  160	 -313	  -58	  135	 -735	 -116	  819	 -382	  629	 -478	 -660	 -472	   46	 -223	  603
Data:	 -122	  133	   87	  -74	   43	   16	  295	 -212	-1764	  170	 -369	  -99	   12	 -838	 -114	  827	 -249	  835	 -454	 -621	 -435	   57	 -176	  599
Data:	 -103	  116	   84	  -78	   37	   -7	  183	 -163	-1757	  204	 -433	 -127	 -123	 -894	 -115	  830	 -103	 1024	 -476	 -640	 -422	   27	 -207	  590
Data:	  -75	   84	   77	  -80	   26	  -35	   53	 -124	-1678	  236	 -489	 -130	 -274	 -928	 -119	  836	   14	 1157	 -462	 -646	 -381	   65	 -177	  603
Data:	  -41	   51	   69	  -67	   19	  -58	  -84	 -104	-1538	  250	 -528	 -155	 -421	 -894	 -115	  845	  129	 1266	 -468	 -694	 -372	   48	 -228	  646
Data:	   -5	   17	   54	  -44	    9	  -74	 -218	  -78	-1368	  259	 -557	 -164	 -550	 -796	 -112	  847	  219	 1340	 -478	 -660	 -415	  -10	 -207	  611
Data:	   26	  -23	   38	  -28	   -5	  -95	 -346	  -66	-1160	  267	 -591	 -108	 -631	 -654	  -98	  855	  268	 1385	 -476	 -698	 -417	   43	 -199	  561
Data:	   57	  -51	   23	   -1	  -11	 -111	 -459	  -76	 -919	  274	 -606	  -33	 -694	 -496	 -100	  857	  313	 1392	 -468	 -682	 -474	   38	 -111	  566
Data:	   87	  -80	   -6	   19	  -18	 -119	 -542	  -85	 -666	  276	 -613	    4	 -728	 -299	 -112	  853	  316	 1302	 -484	 -713	 -534	   23	 -152	  640
Data:	  104	 -100	  -23	   43	  -17	 -128	 -598	 -112	 -401	  279	 -611	   38	 -754	 -102	 -116	  849	  273	 1187	 -462	 -659	 -503	   36	  -91	  604
Data:	  119	 -115	  -40	   65	  -18	 -131	 -613	 -136	 -142	  282	 -586	   89	 -720	  106	 -116	  847	  199	 1035	 -460	 -682	 -516	  -10	  -25	  648
Data:	  116	 -116	  -54	   73	  -17	 -128	 -600	 -158	   97	  270	 -555	  160	 -651	  321	 -114	  849	  129	  886	 -462	 -641	 -582	 -102	  -25	  661
Data:	  109	 -110	  -70	   86	  -12	 -120	 -547	 -194	  260	  271	 -496	  184	 -565	  504	 -111	  851	   41	  683	 -468	 -650	 -592	  -88	  -23	  707
Data:	   95	  -99	  -91	   78	   -5	 -117	 -480	 -224	  417	  262	 -457	  206	 -467	  645	 -111	  840	  -87	  440	 -460	 -649	 -610	 -158	  -58	  732
Data:	   70	  -87	  -99	   70	    5	 -108	 -395	 -255	  537	  253	 -410	  245	 -343	  780	 -118	  839	 -222	  239	 -476	 -635	 -677	  -93	  -72	  659
Data:	   38	  -67	 -102	   56	   12	 -105	 -292	 -280	  618	  224	 -320	  254	 -232	  867	 -115	  845	 -333	   29	 -486	 -687	 -704	  -94	 -127	  713
Data:	   11	  -51	 -106	   29	   14	  -87	 -193	 -294	  629	  191	 -241	  230	 -126	  890	 -112	  831	 -455	 -141	 -484	 -678	 -749	 -156	 -237	  652
Data:	  -15	  -23	 -106	   -5	   23	  -61	  -89	 -306	  559	  159	 -169	  210	  -15	  856	 -112	  824	 -561	 -294	 -484	 -702	 -761	 -250	 -291	  607
Data:	  -43	    0	 -106	  -36	   20	  -46	    0	 -321	  461	  137	 -103	  192	  122	  792	 -120	  816	 -651	 -457	 -468	 -633	 -777	 -315	 -388	  609
Data:	  -57	   27	 -101	  -61	   19	  -23	   78	 -315	  357	   96	  -47	  180	  261	  671	 -124	  824	 -700	 -545	 -489	 -658	 -765	 -338	 -449	  536
Data:	  -80	   49	  -84	  -86	   13	   -4	  147	 -296	  225	   51	    9	  136	  342	  501	 -116	  822	 -705	 -570	 -484	 -673	 -749	 -337	 -491	  505
Data:	  -83	   67	  -73	 -123	    1	   17	  197	 -288	   77	  -13	   54	   97	  364	  334	 -118	  822	 -694	 -536	 -446	 -643	 -747	 -347	 -556	  503
Data:	  -78	   79	  -55	 -143	   -7	   46	  225	 -276	  -89	  -53	   87	   44	  385	  159	 -124	  818	 -640	 -453	 -460	 -671	 -761	 -372	 -583	  474
Data:	  -67	   82	  -37	 -151	  -23	   71	  239	 -257	 -236	  -79	   76	  -10	  409	  -44	 -124	  816	 -601	 -382	 -486	 -674	 -685	 -435	 -621	  440
Data:	  -53	   93	   -8	 -149	  -38	   88	  229	 -232	 -325	 -113	   42	  -34	  422	 -257	 -115	  824	 -525	 -216	 -441	 -686	 -667	 -407	 -651	  450
Data:	  -27	   91	   11	 -140	  -56	  103	  212	 -198	 -413	 -131	  -11	  -46	  350	 -436	 -122	  815	 -432	  -12	 -454	 -676	 -690	 -354	 -645	  446
Data:	   -4	   83	   31	 -121	  -67	  109	  181	 -186	 -514	 -160	  -58	  -69	  277	 -594	 -112	  826	 -303	  174	 -484	 -714	 -667	 -368	 -629	  449
Data:	   26	   66	   47	  -98	  -72	  109	  132	 -167	 -565	 -157	 -119	  -77	  205	 -732	 -104	  838	 -240	  343	 -462	 -681	 -709	 -350	 -601	  393
Data:	   51	   50	   63	  -66	  -79	  100	   70	 -139	 -549	 -130	 -198	  -64	  144	 -823	 -112	  838	 -148	  501	 -473	 -652	 -674	 -311	 -622	  351
Data:	   79	   28	   67	  -26	  -72	   82	   -7	 -120	 -512	 -106	 -286	  -58	   89	 -899	 -118	  840	  -87	  668	 -454	 -672	 -696	 -264	 -653	  304
Data:	   94	    8	   61	    3	  -62	   64	  -70	 -113	 -452	  -77	 -363	    8	    7	 -929	 -107	  839	  -15	  839	 -478	 -683	 -657	 -196	 -591	  333
Data:	  107	  -10	   55	   40	  -47	   38	 -139	 -115	 -401	  -48	 -424	   67	  -62	 -923	 -119	  831	    7	  952	 -457	 -641	 -640	 -243	 -637	  270
Data:	  105	  -33	   49	   77	  -23	   11	 -202	 -120	 -308	   -3	 -482	  147	 -151	 -869	 -112	  836	   25	 1008	 -484	 -653	 -587	 -199	 -624	  259
Data:	  101	  -51	   41	   97	   -4	  -10	 -244	 -132	 -215	   36	 -537	  218	 -186	 -789	 -116	  838	   30	 1036	 -460	 -649	 -611	 -143	 -589	  300
Data:	   90	  -70	   25	  119	   18	  -29	 -284	 -152	 -139	   76	 -579	  322	 -212	 -678	 -107	  845	   23	 1047	 -465	 -694	 -573	 -114	 -612	  290
Data:	   66	  -89	   11	  134	   38	  -52	 -309	 -183	  -62	  116	 -584	  408	 -238	 -572	 -115	  838	   -1	 1009	 -489	 -674	 -505	  -36	 -564	  350
Data:	   37	 -100	   -9	  138	   61	  -61	 -314	 -213	  -11	  145	 -580	  467	 -248	 -430	 -115	  832	  -24	  936	 -484	 -702	 -541	  -35	 -580	  386
Data:	    3	 -105	  -24	  134	   68	  -65	 -306	 -235	   11	  174	 -561	  506	 -277	 -292	 -112	  838	  -49	  817	 -478	 -692	 -513	 -102	 -575	  369
Data:	  -24	 -101	  -37	  117	   84	  -56	 -272	 -268	    7	  210	 -534	  556	 -234	 -164	 -120	  834	  -82	  709	 -468	 -683	 -483	 -116	 -545	  378
Data:	  -50	 -101	  -52	   91	   95	  -48	 -240	 -286	  -11	  231	 -473	  589	 -211	  -43	 -116	  827	  -94	  566	 -460	 -679	 -563	 -194	 -586	  393
Data:	  -68	  -96	  -67	   62	   96	  -35	 -193	 -294	  -42	  242	 -408	  575	 -213	   86	 -120	  826	  -91	  436	 -457	 -663	 -550	 -258	 -631	  323
Data:	  -82	  -89	  -68	   29	   91	  -17	 -128	 -294	 -139	  236	 -336	  536	 -217	  196	 -126	  823	 -119	  284	 -457	 -633	 -604	 -232	 -661	  355
Data:	  -87	  -80	  -67	  -17	   84	    6	  -78	 -315	 -251	  240	 -263	  524	 -186	  289	 -116	  832	 -100	  171	 -468	 -652	 -636	 -249	 -709	  407
Data:	  -85	  -66	  -69	  -59	   66	   30	  -34	 -323	 -336	  233	 -198	  501	 -153	  325	 -112	  827	 -110	   72	 -468	 -676	 -663	 -270	 -754	  375
Data:	  -79	  -49	  -68	  -99	   53	   48	   12	 -310	 -444	  239	 -153	  424	 -137	  350	 -118	  826	 -101	  -10	 -489	 -664	 -673	 -284	 -791	  382
